Provisioning : Storage Systems : V400_A92 : Virtual Volumes - Virtual Volumes

Name,State,Virtual Size (GiB),Reserved User Size (GiB),Exported To,RC Group
ESX_2BE_P_MIX,Normal,1 500 000 GiB,862 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN26_P_MIX
ESX_2BF_P_MIX,Normal,1 500 000 GiB,782 250 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN27_P_MIX
ESX_2C1B_PP_MIX,Normal,2 000 000 GiB,1 521 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_2C1B_PP_MIX
ESX_2C3_P_repli,Normal,2 050 000 GiB,1 269 375 GiB,--,ESX_LUN33_P.r39318
ESX_2C4_P_repli,Normal,2 150 000 GiB,1 674 625 GiB,--,ESX_LUN34_P.r39318
ESX_2C28_P_VRA,Normal,2 000 000 GiB,449 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_2C28_P_VRA
ESX_2D7F_P_VRA_repli,Normal,2 000 000 GiB,505 500 GiB,--,ESX_2D7F_P_VRA.r39318
ESX_2D62_P_XENAPP,Normal,2 000 000 GiB,153 875 GiB,ESX_59_P_XENAPP  ESX_74_P_XENAPP  ESX_106_P_XENAPP  ESX_72_P_XENAPP  ESX_96_P_XENAPP  ESX_98_P_XENAPP  ESX_70_P_XENAPP  ESX_94_P_XENAPP  ESX_58_P_XENAPP  <html><i>set:</i>ESX_P_XENAPP_A92</html>,--
ESX_2E0A_P_MIX_repli,Normal,2 000 000 GiB,1 199 000 GiB,--,ESX_2E0A_P_MIX.r39318
ESX_2E0B_P_MIX_repli,Normal,2 000 000 GiB,1 377 000 GiB,--,ESX_2E0B_P_MIX.r39318
ESX_2E0C_P_MIX_repli,Normal,2 000 000 GiB,481 000 GiB,--,ESX_2E0C_P_MIX.r39318
ESX_2E4A_P_VRA_repli,Normal,2 000 000 GiB,365 750 GiB,--,ESX_2E4A_P_VRA.r39318
ESX_2E05_P_VRA_repli,Normal,2 000 000 GiB,426 500 GiB,--,ESX_2E05_P_VRA.r39318
ESX_2EC_PP_repli,Normal,2 000 000 GiB,1 140 500 GiB,--,ESX_LUN36_PP.r39318
ESX_2F0_P_OMNIREP_repli,Normal,1 500 000 GiB,519 000 GiB,--,ESX_LUN40_P_OMNIREP.r39318
ESX_2F1_P_OMNIREP_repli,Normal,1 500 000 GiB,1 104 000 GiB,--,ESX_LUN41_P_OMNIREP.r39318
ESX_2F2_P_MIX_repli,Normal,1 500 000 GiB,816 000 GiB,--,ESX_LUN42_P_MIX.r39318
ESX_2F2C_P_MIX,Normal,2 000 000 GiB,1 086 000 GiB,ESX_76_P_LIC  ESX_88_P_LIC  ESX_84_P_LIC  <html><i>set:</i>ESX_P_LIC_A92</html>,ESX_2F2C_P_MIX
ESX_2F2D_P_MIX,Normal,3 000 000 GiB,2 529 000 GiB,ESX_76_P_LIC  ESX_88_P_LIC  ESX_84_P_LIC  <html><i>set:</i>ESX_P_LIC_A92</html>,ESX_2F2D_P_MIX
ESX_2F2E_P_MIX,Normal,2 000 000 GiB,1 279 000 GiB,ESX_76_P_LIC  ESX_88_P_LIC  ESX_84_P_LIC  <html><i>set:</i>ESX_P_LIC_A92</html>,ESX_2F2E_P_MIX
ESX_2F2F_P_MIX,Normal,3 000 000 GiB,369 000 GiB,ESX_76_P_LIC  ESX_88_P_LIC  ESX_84_P_LIC  <html><i>set:</i>ESX_P_LIC_A92</html>,ESX_2F2F_P_MIX
ESX_2F29_P_VRA,Normal,2 000 000 GiB,555 875 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_2F29_P_VRA
ESX_2F40_P_VRA,Normal,2 000 000 GiB,469 750 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_2F40_P_VRA
ESX_2F44_P_VRA,Normal,2 000 000 GiB,449 375 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_2F44_P_VRA
ESX_2F59_P_VRA,Normal,2 000 000 GiB,437 750 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_2F59_P_VRA
ESX_2FD_P_MIX_repli,Normal,2 100 000 GiB,951 875 GiB,--,ESX_LUN52_P_MIX.r39318
ESX_2FE_P_MIX_repli,Normal,1 500 000 GiB,767 000 GiB,--,ESX_LUN53_P_MIX.r39318
ESX_2FF7_P_MIX_repli,Normal,3 000 000 GiB,1 244 500 GiB,--,ESX_2FF7_P_MIX.r39318
ESX_2FF_P_MIX_repli,Normal,2 000 000 GiB,1 640 250 GiB,--,ESX_LUN54_P_MIX.r39318
ESX_3AF_DMZ_P,Normal,750 000 GiB,362 000 GiB,ESX_08_P_DMZ  ESX_102_P_DMZ  ESX_07_P_DMZ  ESX_104_P_DMZ,ESX_LUN35_DMZ_P
ESX_3B1_P,Normal,1 500 000 GiB,1 003 375 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN37_P
ESX_3B4_PP_MIX,Normal,1 500 000 GiB,739 125 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN38_PP_MIX
ESX_3B6_PP,Normal,1 500 000 GiB,803 125 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN39_PP
ESX_3BA_P_MIX,Normal,2 000 000 GiB,1 214 125 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN43_P_MIX
ESX_3BB_PP_ASS,Normal,3 000 000 GiB,607 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN44_PP_ASS
ESX_3BC_P_MIX,Normal,1 550 000 GiB,924 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN45_P_MIX
ESX_3BD_P_dataplaceholder,Normal,2 000 GiB,2 000 GiB,ESX_76_P_LIC  ESX_84_P_LIC  ESX_128_P  ESX_126_P  ESX_146_P  ESX_100_P  ESX_124_P  ESX_144_P  ESX_102_P  ESX_122_P  ESX_142_P  ESX_120_P  ESX_61_P  ESX_82_P  ESX_140_P  ESX_88_P_LIC  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_78_P  ESX_55_P  ESX_132_P  ESX_112_P  ESX_56_P  ESX_130_P  <html><i>set:</i>ESX_P_LIC_A92</html>  <html><i>set:</i>ESX_P_A92</html>,--
ESX_3C0_P_MIX,Normal,2 100 000 GiB,1 453 625 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN50_P_MIX
ESX_3C1_P_MIX,Normal,2 100 000 GiB,975 250 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN51_P_MIX
ESX_3C8_P_MIX,Normal,1 500 000 GiB,527 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN56_P_MIX
ESX_3C9_P_MIX,Normal,2 000 000 GiB,1 279 875 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN57_P_MIX
ESX_3CA_P_MIX,Normal,1 500 000 GiB,843 250 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN58_P_MIX
ESX_3CB_P_MIX,Normal,2 100 000 GiB,979 375 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN59_P_MIX
ESX_3CC_P_MIX,Normal,2 000 000 GiB,932 125 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN61_P_MIX
ESX_3CD_P_MIX,Normal,1 500 000 GiB,1 012 875 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN62_P_MIX
ESX_3CE_P_MIX,Normal,1 600 000 GiB,703 875 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN63_P_MIX
ESX_4EB_DMZ_P_MIX_repli,Normal,2 000 000 GiB,947 750 GiB,--,ESX_LUN83_DMZ_P_MIX.r39318
ESX_4EC_DMZ_P_MIX_repli,Normal,1 500 000 GiB,348 000 GiB,--,ESX_LUN84_DMZ_P_MIX.r39318
ESX_4ED_DMZ_P_MIX_repli,Normal,1 500 000 GiB,349 000 GiB,--,ESX_LUN85_DMZ_P_MIX.r39318
ESX_4FA_DMZ_P_dataplaceholder,Normal,2 000 GiB,2 000 GiB,ESX_08_P_DMZ  ESX_102_P_DMZ  ESX_07_P_DMZ  ESX_104_P_DMZ,--
ESX_5BF_DMZ_P_MIX,Normal,1 000 000 GiB,547 250 GiB,ESX_08_P_DMZ  ESX_102_P_DMZ  ESX_07_P_DMZ  ESX_104_P_DMZ,ESX_LUN79_DMZ_P_MIX
ESX_5C0_DMZ_P_MIX,Normal,1 500 000 GiB,350 000 GiB,ESX_08_P_DMZ  ESX_102_P_DMZ  ESX_07_P_DMZ  ESX_104_P_DMZ,ESX_LUN80_DMZ_P_MIX
ESX_5C2_DMZ_P_MIX,Normal,1 050 000 GiB,710 000 GiB,ESX_08_P_DMZ  ESX_102_P_DMZ  ESX_07_P_DMZ  ESX_104_P_DMZ,ESX_LUN82_DMZ_P_MIX
ESX_5C3_DMZ_R_MIX,Normal,750 000 GiB,175 000 GiB,ESX_08_P_DMZ  ESX_102_P_DMZ  ESX_07_P_DMZ  ESX_104_P_DMZ,--
ESX_5F2_P_MIX,Normal,1 600 000 GiB,917 750 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN86_P_MIX
ESX_6BF_P_VDI_repli,Normal,1 000 000 GiB,449 000 GiB,--,ESX_LUN99_P_VDI.r39318
ESX_6CD_P_MIX,Normal,1 500 000 GiB,1 308 875 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN94_P_MIX
ESX_7F4_P_MIX_repli,Normal,1 500 000 GiB,492 125 GiB,--,ESX_LUN102_P_MIX.r39318
ESX_8FC_PP_MIX,Normal,1 500 000 GiB,788 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN103_PP_MIX
ESX_8FD_PP_MIX,Normal,2 000 000 GiB,1 360 500 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN104_PP_MIX
ESX_11AC_PP_MIX_repli,Normal,2 000 000 GiB,472 000 GiB,--,ESX_11AC_PP_MIX.r39318
ESX_12A2_P_BULLION_repli,Normal,5 000 000 GiB,3 784 125 GiB,--,ESX_12A2_P.r39318
ESX_12A_P_MIX_repli,Normal,2 150 000 GiB,1 098 125 GiB,--,ESX_LUN5_P_MIX.r39318
ESX_12C8_P,Normal,1 550 000 GiB,1 310 625 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_12C8_P
ESX_12FC_PP,Normal,2 000 000 GiB,1 141 625 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_12FC_PP
ESX_13E6_P_MIX_repli,Normal,2 000 000 GiB,820 000 GiB,--,ESX_13E6_P_MIX.r39318
ESX_14EB_P_BULLION,Normal,1 500 000 GiB,440 000 GiB,ESX_201_P_BULLION,ESX_14EB_P_BULLION
ESX_14EC_P_BULLION,Normal,2 048 000 GiB,713 000 GiB,ESX_201_P_BULLION,ESX_14EC_P_BULLION
ESX_14ED_P_BULLION,Normal,3 072 000 GiB,2 990 500 GiB,ESX_201_P_BULLION,ESX_14ED_P_BULLION
ESX_27F_P,Normal,1 500 000 GiB,1 049 750 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN9_P
ESX_33BF_DMZ_P_OFFICE_365,Normal,2 000 000 GiB,81 000 GiB,ESX_08_P_DMZ  ESX_102_P_DMZ  ESX_07_P_DMZ  ESX_104_P_DMZ,ESX_33BF_DMZ_P_OFFICE
ESX_33D2_P_MIX_repli,Normal,2 000 000 GiB,81 000 GiB,--,ESX_33D2_P_MIX.r39318
ESX_33D6_P_BULLION_repli,Normal,2 000 000 GiB,32 375 GiB,--,ESX_33D6_P_BULLION.r39318
ESX_33D7_PP_BULLION_repli,Normal,2 000 000 GiB,48 375 GiB,--,ESX_33D7_PP_BULLION.r39318
ESX_33DB_P_VRA,Normal,2 000 000 GiB,289 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_33DB_P_VRA
ESX_47F_PP_MIX,Normal,3 000 000 GiB,2 489 250 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_47F_PP_MIX
ESX_61C_P_MIX_repli,Normal,2 150 000 GiB,1 252 750 GiB,--,ESX_LUN95_P_MIX.r39318
ESX_61D_P_MIX_repli,Normal,2 050 000 GiB,1 346 000 GiB,--,ESX_LUN96_P_MIX.r39318
ESX_67A_PP_MIX,Normal,2 000 000 GiB,986 250 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN90_PP_MIX
ESX_67B_PP_MIX,Normal,2 000 000 GiB,743 625 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN91_PP_MIX
ESX_67C_PP_MIX,Normal,2 100 000 GiB,638 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN92_PP_MIX
ESX_75C_P_repli,Normal,2 100 000 GiB,874 000 GiB,--,ESX_LUN100_P.r39318
ESX_92E_P_MIX_repli,Normal,1 550 000 GiB,594 000 GiB,--,ESX_LUN108_P_MIX.r39318
